Temperature,Porosity,Solid_velocity,Darcy_flux,Plumbing_flux,Solid_composition,Plumbing_composition
1500,0,-0,0,0,0,0
1500,0.00173525110998872,-0.00123581898580321,0.00123581898580321,0,0,0
1500,0.00218616283684237,-0.00247124265976631,0.00247124265976631,0,0,0
1500,0.00250239834667533,-0.00370627127477256,0.00370627127477256,0,0,0
1500,0.00275409899597288,-0.00494090508350384,0.00494090508350384,0,0,0
1500,0.00296660515911374,-0.00617514433843763,0.00617514433843763,0,0,0
1500,0.00315232049503852,-0.0074089892918522,0.0074089892918522,0,0,0
1500,0.00331835494072843,-0.00864244019582257,0.00864244019582257,0,0,0
1500,0.0034692082310141,-0.00987549730222384,0.00987549730222384,0,0,0
1500,0.00360792994831553,-0.0111081608627286,0.0111081608627286,0,0,0
1500,0.0037366935933747,-0.012340431128809,0.012340431128809,0,0,0
1500,0.00385710933041667,-0.0135723083517375,0.0135723083517375,0,0,0
1500,0.00397040713241762,-0.0148037927825826,0.0148037927825826,0,0,0
1500,0.00407755026549555,-0.0160348846722148,0.0160348846722148,0,0,0
1500,0.00417930888029391,-0.0172655842713049,0.0172655842713049,0,0,0
1500,0.00427630955474956,-0.018495891830322,0.018495891830322,0,0,0
1500,0.00436906971080221,-0.0197258075995368,0.0197258075995368,0,0,0
1500,0.00445802217073651,-0.0209553318290195,0.0209553318290195,0,0,0
1500,0.00454353308632304,-0.0221844647686399,0.0221844647686399,0,0,0
1500,0.00462591529452601,-0.0234132066680706,0.0234132066680706,0,0,0
1500,0.0047054384433758,-0.024641557776783,0.024641557776783,0,0,0
1500,0.00478233678998805,-0.0258695183440513,0.0258695183440513,0,0,0
1500,0.0048568152902127,-0.0270970886189498,0.0270970886189498,0,0,0
1500,0.0049290544141061,-0.0283242688503553,0.0283242688503553,0,0,0
1500,0.00499921399713788,-0.0295510592869466,0.0295510592869466,0,0,0
1500,0.00506743635199672,-0.0307774601772012,0.0307774601772012,0,0,0
1500,0.00513384880659593,-0.0320034717694018,0.0320034717694018,0,0,0
1500,0.00519856579189577,-0.0332290943116321,0.0332290943116321,0,0,0
1500,0.00526169057297246,-0.0344543280517792,0.0344543280517792,0,0,0
1500,0.00532331669475327,-0.0356791732375323,0.0356791732375323,0,0,0
1500,0.0053835291975885,-0.036903630116382,0.036903630116382,0,0,0
1500,0.00544240564569366,-0.0381276989356249,0.0381276989356249,0,0,0
1500,0.00550001700232941,-0.0393513799423571,0.0393513799423571,0,0,0
1500,0.00555642837859999,-0.0405746733834806,0.0405746733834806,0,0,0
1500,0.00561169967736783,-0.0417975795057,0.0417975795057,0,0,0
1500,0.00566588614960672,-0.0430200985555242,0.0430200985555242,0,0,0
1500,0.00571903887724389,-0.0442422307792659,0.0442422307792659,0,0,0
1500,0.00577120519396226,-0.0454639764230425,0.0454639764230425,0,0,0
1500,0.00582242905338416,-0.0466853357327727,0.0466853357327727,0,0,0
1500,0.00587275135241876,-0.0479063089541829,0.0479063089541829,0,0,0
1500,0.00592221021623491,-0.049126896332803,0.049126896332803,0,0,0
1500,0.00597084125025351,-0.0503470981139689,0.0503470981139689,0,0,0
1500,0.00601867776368211,-0.0515669145428193,0.0515669145428193,0,0,0
1500,0.00606575096840298,-0.0527863458643,0.0527863458643,0,0,0
1500,0.00611209015643807,-0.0540053923231622,0.0540053923231622,0,0,0
1500,0.00615772285873027,-0.0552240541639607,0.0552240541639607,0,0,0
1500,0.00620267498757721,-0.0564423316310578,0.0564423316310578,0,0,0
1500,0.00624697096471712,-0.0576602249686211,0.0576602249686211,0,0,0
1500,0.00629063383678517,-0.0588777344206255,0.0588777344206255,0,0,0
1500,0.00633368537962103,-0.0600948602308516,0.0600948602308516,0,0,0
1500,0.00637614619270875,-0.0613116026428854,0.0613116026428854,0,0,0
1500,0.00641803578486016,-0.062527961900122,0.062527961900122,0,0,0
1500,0.00645937265210814,-0.0637439382457599,0.0637439382457599,0,0,0
1500,0.00650017434865405,-0.064959531922807,0.064959531922807,0,0,0
1500,0.00654045755160695,-0.0661747431740793,0.0661747431740793,0,0,0
1500,0.00658023812016218,-0.0673895722421982,0.0673895722421982,0,0,0
1500,0.0066195311497892,-0.0686040193695939,0.0686040193695939,0,0,0
1500,0.00665835102193046,-0.0698180847985047,0.0698180847985047,0,0,0
1500,0.00669671144965501,-0.0710317687709754,0.0710317687709754,0,0,0
1500,0.0067346255196601,-0.0722450715288598,0.0722450715288598,0,0,0
1500,0.00677210573096934,-0.0734579933138201,0.0734579933138201,0,0,0
1500,0.00680916403063782,-0.0746705343673281,0.0746705343673281,0,0,0
1500,0.00684581184674065,-0.075882694930662,0.075882694930662,0,0,0
1500,0.00688206011889209,-0.0770944752449107,0.0770944752449107,0,0,0
1500,0.00691791932651598,-0.0783058755509724,0.0783058755509724,0,0,0
1500,0.00695339951506563,-0.0795168960895524,0.0795168960895524,0,0,0
1500,0.00698851032037124,-0.0807275371011669,0.0807275371011669,0,0,0
1500,0.00702326099127446,-0.081937798826143,0.081937798826143,0,0,0
1500,0.00705766041069437,-0.0831476815046151,0.0831476815046151,0,0,0
1500,0.00709171711525521,-0.0843571853765294,0.0843571853765294,0,0,0
1500,0.00712543931359295,-0.085566310681641,0.085566310681641,0,0,0
1500,0.00715883490344763,-0.0867750576595177,0.0867750576595177,0,0,0
1500,0.00719191148763735,-0.087983426549534,0.087983426549534,0,0,0
1500,0.00722467638900224,-0.0891914175908774,0.0891914175908774,0,0,0
1500,0.00725713666439737,-0.0903990310225473,0.0903990310225473,0,0,0
1500,0.00728929911780728,-0.0916062670833517,0.0916062670833517,0,0,0
1500,0.00732117031264851,-0.0928131260119119,0.0928131260119119,0,0,0
1500,0.00735275658331995,-0.0940196080466607,0.0940196080466607,0,0,0
1500,0.00738406404605628,-0.0952257134258396,0.0952257134258396,0,0,0
1500,0.00741509860913523,-0.0964314423875046,0.0964314423875046,0,0,0
1500,0.00744586598248429,-0.0976367951695239,0.0976367951695239,0,0,0
1500,0.00747637168672949,-0.0988417720095755,0.0988417720095755,0,0,0
1500,0.0075066210617253,-0.100046373145152,0.100046373145152,0,0,0
1500,0.00753661927460097,-0.101250598813557,0.101250598813557,0,0,0
1500,0.00756637132735644,-0.10245444925191,0.10245444925191,0,0,0
1500,0.00759588206403805,-0.103657924697137,0.103657924697137,0,0,0
1500,0.00762515617752194,-0.104861025385982,0.104861025385982,0,0,0
1500,0.00765419821593084,-0.106063751555002,0.106063751555002,0,0,0
1500,0.00768301258870809,-0.107266103440565,0.107266103440565,0,0,0
1500,0.00771160357237084,-0.108468081278854,0.108468081278854,0,0,0
1500,0.00773997531596277,-0.109669685305867,0.109669685305867,0,0,0
1500,0.00776813184622534,-0.110870915757414,0.110870915757414,0,0,0
1500,0.00779607707250459,-0.112071772869118,0.112071772869118,0,0,0
1500,0.00782381479141046,-0.11327225687642,0.11327225687642,0,0,0
1500,0.00785134869124275,-0.114472368014572,0.114472368014572,0,0,0
1500,0.00787868235619855,-0.115672106518642,0.115672106518642,0,0,0
1500,0.00790581927037356,-0.116871472623514,0.116871472623514,0,0,0
1500,0.00793276282156976,-0.118070466563885,0.118070466563885,0,0,0
1500,0.00795951630492051,-0.119269088574267,0.119269088574267,0,0,0
1500,0.00798608292634368,-0.120467338888988,0.120467338888988,0,0,0
1500,0.00801246580583271,-0.121665217742193,0.121665217742193,0,0,0
1500,0.00803866798059445,-0.12286272536784,0.12286272536784,0,0,0
1500,0.0080646924080427,-0.124059861999705,0.124059861999705,0,0,0
1500,0.00809054196865529,-0.125256627871379,0.125256627871379,0,0,0
1500,0.00811621946870204,-0.126453023216269,0.126453023216269,0,0,0
1500,0.0081417276428509,-0.127649048267598,0.127649048267598,0,0,0
1500,0.00816706915665857,-0.128844703258407,0.128844703258407,0,0,0
1500,0.00819224660895195,-0.130039988421553,0.130039988421553,0,0,0
1500,0.00821726253410597,-0.131234903989709,0.131234903989709,0,0,0
1500,0.00824211940422343,-0.132429450195367,0.132429450195367,0,0,0
1500,0.00826681963122178,-0.133623627270834,0.133623627270834,0,0,0
1500,0.00829136556883172,-0.134817435448237,0.134817435448237,0,0,0
1500,0.008315759514512,-0.136010874959516,0.136010874959516,0,0,0
1500,0.00834000371128478,-0.137203946036434,0.137203946036434,0,0,0
1500,0.00836410034949539,-0.138396648910568,0.138396648910568,0,0,0
1500,0.00838805156850032,-0.139588983813317,0.139588983813317,0,0,0
1500,0.00841185945828691,-0.140780950975894,0.140780950975894,0,0,0
1500,0.00843552606102816,-0.141972550629334,0.141972550629334,0,0,0
1500,0.00845905337257559,-0.143163783004488,0.143163783004488,0,0,0
1500,0.00848244334389346,-0.144354648332026,0.144354648332026,0,0,0
1500,0.00850569788243676,-0.145545146842439,0.145545146842439,0,0,0
1500,0.00852881885347585,-0.146735278766034,0.146735278766034,0,0,0
1500,0.00855180808137013,-0.147925044332942,0.147925044332942,0,0,0
1500,0.00857466735079323,-0.149114443773108,0.149114443773108,0,0,0
1500,0.00859739840791179,-0.150303477316301,0.150303477316301,0,0,0
1500,0.00862000296152001,-0.151492145192107,0.151492145192107,0,0,0
1500,0.00864248268413205,-0.152680447629931,0.152680447629931,0,0,0
1500,0.00866483921303408,-0.153868384859002,0.153868384859002,0,0,0
1500,0.00868707415129769,-0.155055957108368,0.155055957108368,0,0,0
1500,0.00870918906875657,-0.156243164606896,0.156243164606896,0,0,0
1500,0.00873118550294796,-0.157430007583273,0.157430007583273,0,0,0
1500,0.0087530649600204,-0.158616486266012,0.158616486266012,0,0,0
1500,0.00877482891560913,-0.159802600883438,0.159802600883438,0,0,0
1500,0.00879647881568087,-0.160988351663705,0.160988351663705,0,0,0
1500,0.00881801607734883,-0.162173738834786,0.162173738834786,0,0,0
1500,0.00883944208965951,-0.163358762624474,0.163358762624474,0,0,0
1500,0.0088607582143524,-0.164543423260386,0.164543423260386,0,0,0
1500,0.00888196578659363,-0.165727720969959,0.165727720969959,0,0,0
1500,0.00890306611568477,-0.166911655980452,0.166911655980452,0,0,0
1500,0.0089240604857477,-0.168095228518947,0.168095228518947,0,0,0
1500,0.00894495015638653,-0.169278438812348,0.169278438812348,0,0,0
1500,0.00896573636332758,-0.17046128708738,0.17046128708738,0,0,0
1500,0.0089864203190382,-0.171643773570595,0.171643773570595,0,0,0
1500,0.00900700321332527,-0.172825898488363,0.172825898488363,0,0,0
1500,0.00902748621391436,-0.17400766206688,0.17400766206688,0,0,0
1500,0.00904787046700998,-0.175189064532162,0.175189064532162,0,0,0
1500,0.00906815709783807,-0.176370106110052,0.176370106110052,0,0,0
1500,0.00908834721117104,-0.177550787026215,0.177550787026215,0,0,0
1500,0.0091084418918362,-0.178731107506137,0.178731107506137,0,0,0
1500,0.00912844220520832,-0.179911067775134,0.179911067775134,0,0,0
1500,0.00914834919768667,-0.18109066805834,0.18109066805834,0,0,0
1500,0.00916816389715735,-0.182269908580716,0.182269908580716,0,0,0
1500,0.00918788731344129,-0.183448789567045,0.183448789567045,0,0,0
1500,0.00920752043872868,-0.184627311241938,0.184627311241938,0,0,0
1500,0.00922706424800002,-0.185805473829828,0.185805473829828,0,0,0
1500,0.00924651969943453,-0.186983277554974,0.186983277554974,0,0,0
1500,0.00926588773480632,-0.188160722641459,0.188160722641459,0,0,0
1500,0.00928516927986865,-0.189337809313194,0.189337809313194,0,0,0
1500,0.00930436524472689,-0.190514537793909,0.190514537793909,0,0,0
1500,0.00932347652420049,-0.191690908307165,0.191690908307165,0,0,0
1500,0.00934250399817426,-0.192866921076348,0.192866921076348,0,0,0
1500,0.00936144853193958,-0.194042576324667,0.194042576324667,0,0,0
1500,0.0093803109765256,-0.19521787427516,0.19521787427516,0,0,0
1500,0.00939909216902102,-0.196392815150689,0.196392815150689,0,0,0
1500,0.00941779293288666,-0.197567399173945,0.197567399173945,0,0,0
1500,0.00943641407825912,-0.198741626567441,0.198741626567441,0,0,0
1500,0.00945495640224596,-0.19991549755352,0.19991549755352,0,0,0
1500,0.00947342068921251,-0.201089012354351,0.201089012354351,0,0,0
1500,0.00949180771106074,-0.20226217119193,0.20226217119193,0,0,0
1500,0.00951011822750042,-0.20343497428808,0.20343497428808,0,0,0
1500,0.00952835298631273,-0.204607421864449,0.204607421864449,0,0,0
1500,0.00954651272360679,-0.205779514142518,0.205779514142518,0,0,0
1500,0.00956459816406902,-0.20695125134359,0.20695125134359,0,0,0
1500,0.00958261002120594,-0.208122633688796,0.208122633688796,0,0,0
1500,0.00960054899758036,-0.2092936613991,0.2092936613991,0,0,0
1500,0.00961841578504118,-0.210464334695288,0.210464334695288,0,0,0
1500,0.00963621106494724,-0.211634653797978,0.211634653797978,0,0,0
1500,0.00965393550838506,-0.212804618927616,0.212804618927616,0,0,0
1500,0.009671589776381,-0.213974230304475,0.213974230304475,0,0,0
1500,0.00968917452010784,-0.215143488148656,0.215143488148656,0,0,0
1500,0.00970669038108593,-0.216312392680093,0.216312392680093,0,0,0
1500,0.00972413799137922,-0.217480944118545,0.217480944118545,0,0,0
1500,0.00974151797378618,-0.218649142683601,0.218649142683601,0,0,0
1500,0.00975883094202587,-0.21981698859468,0.21981698859468,0,0,0
1500,0.00977607750091931,-0.220984482071032,0.220984482071032,0,0,0
1500,0.00979325824656612,-0.222151623331732,0.222151623331732,0,0,0
1500,0.00981037376651698,-0.223318412595689,0.223318412595689,0,0,0
1500,0.00982742463994147,-0.224484850081641,0.224484850081641,0,0,0
1500,0.00984441143779197,-0.225650936008156,0.225650936008156,0,0,0
1500,0.00986133472296337,-0.226816670593631,0.226816670593631,0,0,0
1500,0.0098781950504489,-0.227982054056295,0.227982054056295,0,0,0
1500,0.0098949929674921,-0.229147086614208,0.229147086614208,0,0,0
1500,0.00991172901373514,-0.230311768485258,0.230311768485258,0,0,0
1500,0.00992840372136351,-0.231476099887167,0.231476099887167,0,0,0
1500,0.00994501761524726,-0.232640081037486,0.232640081037486,0,0,0
1500,0.00996157121307877,-0.233803712153599,0.233803712153599,0,0,0
1500,0.00997806502550731,-0.23496699345272,0.23496699345272,0,0,0
1500,0.00999449955627038,-0.236129925151895,0.236129925151895,0,0,0
1500,0.0100108753023219,-0.237292507468001,0.237292507468001,0,0,0
1500,0.0100271927539575,-0.238454740617748,0.238454740617748,0,0,0
1500,0.0100434523949367,-0.239616624817677,0.239616624817677,0,0,0
1500,0.0100596547026025,-0.240778160284162,0.240778160284162,0,0,0
1500,0.010075800147998,-0.241939347233408,0.241939347233408,0,0,0
1500,0.0100918891959803,-0.243100185881456,0.243100185881456,0,0,0
1500,0.0101079223053318,-0.244260676444176,0.244260676444176,0,0,0
1500,0.0101238999288696,-0.24542081913727,0.24542081913727,0,0,0
1500,0.0101398225135509,-0.246580614176276,0.246580614176276,0,0,0
1500,0.0101556905005778,-0.247740061776564,0.247740061776564,0,0,0
1500,0.0101715043254986,-0.248899162153336,0.248899162153336,0,0,0
1500,0.0101872644183071,-0.250057915521631,0.250057915521631,0,0,0
1500,0.0102029712035398,-0.251216322096317,0.251216322096317,0,0,0
1500,0.0102186251003708,-0.252374382092099,0.252374382092099,0,0,0
1500,0.0102342265227048,-0.253532095723514,0.253532095723514,0,0,0
1500,0.010249775879268,-0.254689463204933,0.254689463204933,0,0,0
1500,0.0102652735736966,-0.255846484750563,0.255846484750563,0,0,0
1500,0.0102807200046243,-0.257003160574444,0.257003160574444,0,0,0
1500,0.0102961155657667,-0.25815949089045,0.25815949089045,0,0,0
1500,0.010311460646005,-0.259315475912293,0.259315475912293,0,0,0
1500,0.0103267556294673,-0.260471115853513,0.260471115853513,0,0,0
1500,0.0103420008956082,-0.261626410927491,0.261626410927491,0,0,0
1500,0.0103571968192868,-0.262781361347442,0.262781361347442,0,0,0
1500,0.0103723437708431,-0.263935967326414,0.263935967326414,0,0,0
1500,0.0103874421161727,-0.265090229077292,0.265090229077292,0,0,0
1500,0.0104024922168001,-0.266244146812797,0.266244146812797,0,0,0
1500,0.0104174944299501,-0.267397720745487,0.267397720745487,0,0,0
1500,0.0104324491086182,-0.26855095108775,0.26855095108775,0,0,0
1500,0.0104473566016389,-0.269703838051815,0.269703838051815,0,0,0
1500,0.0104622172537537,-0.270856381849748,0.270856381849748,0,0,0
1500,0.0104770314056761,-0.272008582693448,0.272008582693448,0,0,0
1500,0.010491799394157,-0.273160440794652,0.273160440794652,0,0,0
1500,0.0105065215520473,-0.274311956364934,0.274311956364934,0,0,0
1500,0.0105211982083604,-0.275463129615705,0.275463129615705,0,0,0
1500,0.0105358296883325,-0.27661396075821,0.27661396075821,0,0,0
1500,0.0105504163134821,-0.277764450003535,0.277764450003535,0,0,0
1500,0.0105649584016689,-0.2789145975626,0.2789145975626,0,0,0
1500,0.0105794562671501,-0.280064403646166,0.280064403646166,0,0,0
1500,0.010593910220637,-0.281213868464828,0.281213868464828,0,0,0
1500,0.0106083205693498,-0.282362992229021,0.282362992229021,0,0,0
1500,0.0106226876170713,-0.283511775149016,0.283511775149016,0,0,0
1500,0.0106370116641999,-0.284660217434923,0.284660217434923,0,0,0
1500,0.010651293007801,-0.28580831929669,0.28580831929669,0,0,0
1500,0.0106655319416582,-0.286956080944104,0.286956080944104,0,0,0
1500,0.0106797287563227,-0.288103502586789,0.288103502586789,0,0,0
1500,0.0106938837391622,-0.289250584434208,0.289250584434208,0,0,0
1500,0.0107079971744091,-0.290397326695665,0.290397326695665,0,0,0
1500,0.0107220693432068,-0.291543729580298,0.291543729580298,0,0,0
1500,0.0107361005236566,-0.292689793297089,0.292689793297089,0,0,0
1500,0.010750090990862,-0.293835518054856,0.293835518054856,0,0,0
1500,0.010764041016974,-0.294980904062257,0.294980904062257,0,0,0
1500,0.0107779508712336,-0.296125951527791,0.296125951527791,0,0,0
1500,0.0107918208200156,-0.297270660659795,0.297270660659795,0,0,0
1500,0.0108056511268694,-0.298415031666447,0.298415031666447,0,0,0
1500,0.010819442052561,-0.299559064755763,0.299559064755763,0,0,0
1500,0.0108331938551129,-0.3007027601356,0.3007027601356,0,0,0
1500,0.0108469067898438,-0.301846118013657,0.301846118013657,0,0,0
1500,0.0108605811094079,-0.302989138597469,0.302989138597469,0,0,0
1500,0.0108742170638322,-0.304131822094417,0.304131822094417,0,0,0
1500,0.0108878149005551,-0.30527416871172,0.30527416871172,0,0,0
1500,0.0109013748644621,-0.306416178656436,0.306416178656436,0,0,0
1500,0.010914897197923,-0.307557852135465,0.307557852135465,0,0,0
1500,0.0109283821408267,-0.30869918935555,0.30869918935555,0,0,0
1500,0.0109418299306163,-0.309840190523274,0.309840190523274,0,0,0
1500,0.0109552408023232,-0.310980855845062,0.310980855845062,0,0,0
1500,0.010968614988601,-0.312121185527178,0.312121185527178,0,0,0
1500,0.0109819527197585,-0.313261179775732,0.313261179775732,0,0,0
1500,0.0109952542237918,-0.314400838796671,0.314400838796671,0,0,0
1500,0.0110085197264167,-0.315540162795787,0.315540162795787,0,0,0
1500,0.0110217494510995,-0.316679151978714,0.316679151978714,0,0,0
1500,0.0110349436190883,-0.317817806550927,0.317817806550927,0,0,0
1500,0.0110481024494428,-0.318956126717744,0.318956126717744,0,0,0
1500,0.0110612261590646,-0.320094112684327,0.320094112684327,0,0,0
1500,0.0110743149627255,-0.321231764655678,0.321231764655678,0,0,0
1500,0.0110873690730972,-0.322369082836643,0.322369082836643,0,0,0
1500,0.0111003887007789,-0.323506067431912,0.323506067431912,0,0,0
1500,0.0111133740543253,-0.324642718646016,0.324642718646016,0,0,0
1500,0.0111263253402735,-0.325779036683332,0.325779036683332,0,0,0
1500,0.0111392427631705,-0.326915021748077,0.326915021748077,0,0,0
1500,0.0111521265255989,-0.328050674044316,0.328050674044316,0,0,0
1500,0.011164976828203,-0.329185993775954,0.329185993775954,0,0,0
1500,0.0111777938697144,-0.33032098114674,0.33032098114674,0,0,0
1500,0.0111905778469771,-0.33145563636027,0.33145563636027,0,0,0
1500,0.0112033289549718,-0.33258995961998,0.33258995961998,0,0,0
1500,0.0112160473868404,-0.333723951129154,0.333723951129154,0,0,0
1500,0.0112287333339099,-0.334857611090918,0.334857611090918,0,0,0
1500,0.0112413869857155,-0.335990939708244,0.335990939708244,0,0,0
1500,0.0112540085300239,-0.337123937183947,0.337123937183947,0,0,0
1500,0.0112665981528561,-0.338256603720689,0.338256603720689,0,0,0
1500,0.0112791560385092,-0.339388939520975,0.339388939520975,0,0,0
1500,0.0112916823695791,-0.340520944787157,0.340520944787157,0,0,0
1500,0.0113041773269812,-0.341652619721431,0.341652619721431,0,0,0
1500,0.0113166410899724,-0.342783964525838,0.342783964525838,0,0,0
1500,0.0113290738361717,-0.343914979402267,0.343914979402267,0,0,0
1500,0.0113414757415805,-0.34504566455245,0.34504566455245,0,0,0
1500,0.0113538469806035,-0.346176020177965,0.346176020177965,0,0,0
1500,0.0113661877260678,-0.347306046480236,0.347306046480236,0,0,0
1500,0.0113784981492433,-0.348435743660538,0.348435743660538,0,0,0
1500,0.0113907784198613,-0.349565111919984,0.349565111919984,0,0,0
1500,0.011403028706134,-0.35069415145954,0.35069415145954,0,0,0
1500,0.0114152491747729,-0.351822862480015,0.351822862480015,0,0,0
1500,0.0114274399910073,-0.352951245182065,0.352951245182065,0,0,0
1500,0.0114396013186025,-0.354079299766196,0.354079299766196,0,0,0
1500,0.0114517333198773,-0.355207026432757,0.355207026432757,0,0,0
1500,0.011463836155722,-0.356334425381945,0.356334425381945,0,0,0
